FID,grid_code,Slope_1,Hibriten_D,NLCD_2011_
2201,1704.3699951,42.6200981,1573.5000000,43
2202,1708.7600098,40.7975006,1574.0699463,43
2203,1707.5200195,40.0961990,1574.6600342,43
2204,1710.8800049,38.8773003,1575.1300049,43
2205,1718.9200439,37.3580017,1575.3800049,43
2206,1717.6800537,35.0424004,1576.0100098,43
2207,1676.1700439,34.4837990,1533.4200439,43
2208,1675.0999756,45.6699982,1531.6199951,43
2209,1664.6500244,46.6447983,1529.5300293,43
2210,1661.3499756,46.1181984,1527.7700195,43
2211,1660.6400146,47.8945999,1525.8299561,43
2212,1658.8000488,51.3819008,1523.5000000,43
2213,1670.9399414,55.0505981,1522.0400391,43
2214,1670.1199951,56.0648003,1519.0400391,43
2215,1679.0100098,56.9527016,1515.9200439,43
2216,1679.6199951,57.4715004,1512.9200439,43
2217,1674.9599609,57.7370987,1510.0500488,43
2218,1645.6600342,58.1772003,1505.2500000,43
2219,1652.7199707,59.1539001,1502.7600098,43
2220,1661.9399414,59.9410019,1500.2199707,43
2221,1627.7600098,60.7303009,1498.8900146,43
2222,1629.3900146,60.8353996,1496.6800537,43
2223,1620.0999756,58.0933990,1495.4499512,43
2224,1620.9799805,57.8886986,1495.0100098,43
2225,1621.4899902,58.2406998,1494.2900391,43
2226,1616.0999756,52.3908005,1493.1999512,43
2227,1620.5899658,41.1739998,1492.5200195,43
2228,1642.7399902,22.7465000,1492.1400146,43
2229,1640.3100586,49.0247002,1492.6800537,43
2230,1630.2600098,54.7391014,1496.7199707,43
2231,1635.6300049,53.0936012,1501.3199463,43
2232,1661.5999756,51.2378998,1505.3399658,43
2233,1671.2900391,48.8958015,1509.0899658,43
2234,1663.5300293,47.1668015,1512.4100342,43
2235,1670.5899658,46.3302994,1515.7600098,43
2236,1675.9499512,43.4263000,1518.7500000,43
2237,1677.2600098,44.8083992,1521.5600586,43
2238,1683.2500000,48.6537018,1523.1300049,43
2239,1677.7600098,49.0581017,1526.1600342,43
2240,1678.7399902,48.0760002,1529.7299805,43
2241,1675.2099609,47.7685013,1533.1999512,43
2242,1674.9200439,48.6661987,1536.6300049,43
2243,1671.7600098,50.3134995,1540.2099609,43
2244,1678.1300049,52.2798004,1544.2700195,43
2245,1681.7700195,49.3255005,1548.1500244,43
2246,1684.9499512,47.3763008,1549.8100586,43
2247,1695.0300293,47.0740013,1553.1199951,43
2248,1689.6999512,45.1757011,1556.2299805,43
2249,1693.3299561,43.3979988,1558.7700195,43
2250,1701.9599609,44.6501007,1561.1099854,43
2251,1706.0200195,45.3171997,1563.4699707,43
2252,1714.1899414,44.3664017,1565.5100098,43
2253,1716.5999756,44.0232010,1567.2600098,43
2254,1719.2299805,44.8569984,1568.1099854,43
2255,1705.3800049,45.3879013,1569.7800293,43
2256,1708.3800049,46.2869987,1571.3299561,43
2257,1714.1600342,47.2332001,1572.8499756,43
2258,1709.9899902,48.1740990,1574.3900146,43
2259,1717.7099609,48.7709999,1575.7700195,43
2260,1723.4000244,49.5476990,1574.9399414,43
2261,1704.5300293,49.1306000,1575.5999756,43
2262,1737.9100342,47.6004982,1575.7800293,43
2263,1725.4499512,45.5316010,1575.9399414,43
2264,1744.9699707,44.7599983,1576.1400146,43
2265,1706.4899902,44.2319984,1576.3199463,43
2266,1732.3199463,43.2641983,1576.4599609,43
2267,1738.6999512,40.5371017,1576.8000488,43
2268,1718.1400146,38.1398010,1577.2199707,43
2269,1716.9699707,36.9827003,1577.6199951,43
2270,1734.9899902,35.0359001,1577.7800293,43
2271,1718.7299805,30.2656002,1578.1800537,41
2272,1682.9799805,23.1345005,1534.8800049,43
2273,1689.3599854,35.3315010,1534.0300293,43
2274,1675.4399414,42.7934990,1532.2600098,43
2275,1674.9300537,43.4277992,1530.4100342,43
2276,1665.4499512,44.6035995,1528.4899902,43
2277,1663.2600098,46.8874016,1526.3499756,43
2278,1675.7500000,51.1086006,1525.2099609,43
2279,1669.0600586,54.8605995,1522.7199707,43
2280,1664.1700439,55.8718987,1517.9300537,43
2281,1669.6600342,56.9893990,1515.0000000,43
2282,1665.0799561,56.9215012,1512.2099609,43
2283,1667.2299805,56.6893997,1509.8699951,43
2284,1661.7399902,57.1912003,1507.5500488,43
2285,1638.9699707,58.0943985,1505.1199951,43
2286,1630.2900391,58.9313011,1504.0000000,43
2287,1635.0300293,58.8165016,1502.0400391,43
2288,1631.9100342,57.9901009,1500.5300293,43
2289,1622.8499756,56.2834015,1499.9699707,43
2290,1623.4499512,56.5027008,1499.2900391,43
2291,1622.0999756,55.7722015,1497.5400391,43
2292,1644.6099854,51.9550018,1495.9399414,43
2293,1655.3199463,45.3321991,1494.5100098,43
2294,1644.8800049,43.2643013,1495.3599854,43
2295,1628.9699707,55.6649017,1497.1099854,43
2296,1644.7500000,55.2324982,1501.9599609,43
2297,1660.0699463,52.7813988,1506.3000488,43
2298,1665.8199463,51.3246994,1510.4100342,43
2299,1672.2500000,45.3758011,1513.7600098,43
2300,1675.2299805,41.5326996,1516.4499512,43
2301,1676.1199951,42.5848007,1519.3299561,43
2302,1660.3499756,42.4818993,1522.0999756,43
2303,1674.0600586,46.6501007,1523.6099854,43
2304,1678.5699463,47.6315002,1527.1199951,43
2305,1676.2700195,48.3936005,1530.6400146,43
2306,1681.3599854,47.8362999,1534.0600586,43
2307,1676.8299561,49.4994011,1537.6199951,43
2308,1676.0799561,51.4496994,1541.5100098,43
2309,1678.9000244,51.4597015,1545.5000000,43
2310,1681.4899902,48.3745995,1549.2700195,43
2311,1684.6400146,46.3560982,1550.9000244,43
2312,1691.3000488,45.5834999,1554.1300049,43
2313,1699.2800293,45.5970993,1557.2600098,43
2314,1702.0200195,44.1464996,1560.3499756,43
2315,1706.4000244,43.2132988,1562.9799805,43
2316,1702.2800293,43.1935997,1565.5300293,43
2317,1720.2900391,41.1669006,1567.8000488,43
2318,1726.7700195,40.6143990,1569.5899658,43
2319,1720.7299805,41.6875000,1570.4399414,43
2320,1720.3299561,42.6781998,1572.1999512,43
2321,1720.0300293,43.2935982,1573.9399414,43
2322,1728.6500244,44.8768005,1575.6600342,43
2323,1718.3000488,46.3428993,1575.9100342,43
2324,1717.0200195,46.4650002,1577.4100342,43
2325,1714.0999756,45.2355003,1578.6199951,43
2326,1717.9799805,43.5015984,1579.3199463,43
2327,1727.5899658,47.0088997,1579.3900146,43
2328,1739.4300537,45.6310005,1579.3399658,43
2329,1734.0200195,44.9453011,1579.3299561,43
2330,1715.3199463,43.3991013,1579.4200439,43
2331,1725.8800049,41.0760002,1579.3800049,43
2332,1738.2700195,37.8774986,1579.3800049,43
2333,1733.3599854,34.6269989,1579.5100098,43
2334,1734.6600342,32.3251991,1579.7900391,43
2335,1735.1199951,30.0384998,1580.0100098,43
2336,1736.7199707,23.2080994,1580.0300293,41
2337,1692.1999512,18.2460003,1535.8399658,43
2338,1694.2099609,23.6392994,1535.2199707,43
2339,1681.1700439,33.0377007,1534.1400146,43
2340,1685.6099854,39.5504990,1532.6300049,43
2341,1676.7500000,43.6469994,1530.6800537,43
2342,1674.2700195,44.5765991,1528.6199951,43
2343,1685.1300049,46.5584984,1525.4399414,43
2344,1670.6400146,50.9980011,1524.3100586,43
2345,1673.9699707,52.7625008,1521.7700195,43
2346,1670.1800537,55.0527000,1519.0999756,43
2347,1669.9399414,56.4574013,1516.5100098,43
2348,1669.6199951,56.1223984,1514.2199707,43
2349,1663.0600586,56.3683014,1511.9599609,43
2350,1638.6899414,56.9682999,1509.5799561,43
2351,1653.8100586,56.5448990,1507.7099609,43
2352,1654.8000488,56.1305008,1506.8199463,43
2353,1633.0000000,55.4875984,1505.2900391,43
2354,1626.5899658,53.3970985,1504.4300537,43
2355,1628.4899902,52.8513985,1503.6199951,43
2356,1628.2299805,53.7809982,1501.7399902,43
2357,1633.4599609,52.3683014,1499.7900391,43
2358,1642.6800537,49.7708015,1498.0000000,43
2359,1653.6899414,41.7939987,1497.4599609,43
2360,1631.8100586,52.9249001,1498.4799805,43
2361,1629.8900146,54.7033005,1502.6600342,43
2362,1647.9899902,54.5115013,1507.1999512,43
2363,1656.3299561,49.2321014,1511.3800049,43
2364,1652.3499756,37.8278999,1514.3000488,43
2365,1668.2900391,38.6198006,1516.5600586,43
2366,1680.7900391,46.0489998,1519.3699951,43
2367,1671.9000244,43.9627991,1522.5000000,43
2368,1681.2800293,46.2402992,1523.9599609,43
2369,1682.6999512,48.7282982,1527.3299561,43
2370,1690.0000000,49.3805008,1531.0500488,43
2371,1694.8699951,49.5093994,1534.8699951,43
2372,1688.0999756,49.8086014,1538.6300049,43
2373,1675.9799805,49.6860008,1542.3299561,43
2374,1679.0999756,49.5867004,1546.0400391,43
2375,1687.0899658,48.1757011,1549.7299805,43
2376,1688.9599609,47.4911003,1553.2299805,43
2377,1696.3800049,47.1185989,1554.9799805,43
2378,1701.3299561,47.0152016,1558.3499756,43
2379,1701.0799561,44.7915993,1561.5699463,43
2380,1702.5400391,42.2286987,1564.3800049,43
2381,1708.1199951,41.1469994,1566.9200439,43
2382,1726.2800293,40.5112991,1569.3699951,43
2383,1716.0699463,40.0200996,1571.5500488,43
2384,1728.6999512,41.1987991,1573.5000000,43
2385,1726.7299805,42.0126991,1573.3399658,43
2386,1735.0999756,42.5051994,1575.1700439,43
2387,1732.3800049,43.9003983,1576.9899902,43
2388,1720.3299561,44.3283997,1578.8399658,43
2389,1717.3800049,40.4600983,1580.5000000,43
2390,1719.0200195,40.4720001,1581.5799561,43
2391,1728.2500000,37.4460983,1582.2199707,43
2392,1716.4399414,39.5587006,1582.4399414,43
2393,1722.8399658,42.1498985,1582.4399414,43
2394,1723.2299805,42.8835983,1582.5200195,43
2395,1722.0799561,40.7053986,1582.3100586,43
2396,1722.1999512,36.3927994,1581.9200439,43
2397,1729.8399658,33.7172012,1581.6899414,43
2398,1734.8199463,31.1259003,1581.5999756,43
2399,1737.8399658,26.7357998,1581.5899658,43
2400,1738.5400391,20.5678997,1581.4899902,43
2401,1734.8599854,19.5286999,1581.2299805,41
2402,1694.1400146,19.0541000,1536.8599854,43
2403,1691.4399414,22.8467999,1536.3699951,43
2404,1687.2299805,28.0513992,1535.5899658,43
2405,1677.4000244,34.4424019,1533.6300049,43
2406,1679.4000244,42.3036003,1532.0100098,43
2407,1668.4200439,46.4519997,1530.0300293,43
2408,1667.5699463,46.9401016,1528.2600098,43
2409,1671.0500488,48.9622002,1527.3599854,43
2410,1679.0999756,51.1161003,1525.2700195,43
2411,0.0000000,53.6236992,1522.9599609,43
2412,1672.0799561,54.2050018,1520.5400391,43
2413,1670.2199707,53.7342987,1518.1999512,43
2414,1663.0300293,53.9692993,1516.0400391,43
2415,1661.2500000,55.6144981,1514.0100098,43
2416,1668.8499756,56.0886993,1512.1999512,43
2417,1661.4799805,55.7745018,1511.3000488,43
2418,1641.1500244,54.5405998,1509.7900391,43
2419,1631.2399902,53.3412018,1508.6199951,43
2420,1636.0400391,52.0934982,1507.5000000,43
2421,1641.0600586,52.9085007,1505.5500488,43
2422,1636.2500000,52.3921013,1503.4899902,43
2423,1638.2700195,50.7249985,1501.5200195,43
2424,1657.0000000,41.2374992,1500.3000488,43
2425,1661.9200439,41.6125984,1500.5100098,43
2426,1648.6300049,53.4136009,1503.2099609,43
2427,1651.4100342,54.6865997,1507.5699463,43
2428,1648.4599609,45.1400986,1511.5699463,43
2429,1642.9799805,36.9933014,1514.0200195,43
2430,1672.5000000,44.8238983,1516.5000000,43
2431,1679.1300049,48.1383018,1519.9300537,43
2432,1675.1199951,44.8097992,1523.3800049,43
2433,1688.5699463,46.2550011,1526.4000244,43
2434,1689.5400391,49.4608002,1528.0899658,43
2435,1686.9000244,49.9924011,1531.8100586,43
2436,1674.7700195,49.4263000,1535.5400391,43
2437,1673.3499756,49.6119003,1539.2800293,43
2438,1682.7600098,48.7313995,1542.9599609,43
2439,1687.9000244,48.6892014,1546.5600586,43
2440,1694.6700439,48.4875984,1550.2199707,43
2441,1689.0500488,48.7137985,1553.8499756,43
2442,1688.4200439,48.6446991,1555.6899414,43
2443,1703.6899414,47.5527000,1559.3399658,43
2444,1703.0100098,43.6487007,1562.5100098,43
2445,1708.0400391,42.3317986,1565.3000488,43
2446,1713.8599854,42.2803993,1568.0999756,43
2447,1729.8100586,42.3171997,1570.7900391,43
2448,1726.5300293,41.5755005,1572.4100342,43
2449,1718.1600342,40.9160995,1574.5200195,43
2450,1724.5899658,40.4541016,1575.5000000,43
2451,1718.7399902,41.7164993,1577.4300537,43
2452,1731.8100586,42.9600983,1579.4399414,43
2453,1726.5600586,41.6060982,1581.3800049,43
2454,1723.5899658,34.5242996,1582.8100586,43
2455,1730.2500000,29.1317997,1583.5799561,43
2456,1725.0899658,28.2054005,1584.1500244,43
2457,1724.0600586,28.7684002,1584.5699463,43
2458,1721.4399414,29.2322998,1584.6999512,43
2459,1717.0999756,27.8066006,1584.8299561,43
2460,1717.9899902,28.8668003,1584.5100098,43
2461,1717.6800537,27.5314007,1583.8399658,43
2462,1715.8100586,21.6683006,1583.3100586,43
2463,1724.5699463,15.8746004,1582.9399414,43
2464,1730.0699463,11.4500999,1582.6199951,43
2465,1724.3800049,14.8256998,1581.9599609,43
2466,1724.4300537,24.7756004,1580.6300049,41
2467,1676.5899658,21.6291008,1537.9899902,43
2468,1668.2199707,24.2078991,1537.0200195,43
2469,1668.6800537,29.0107002,1536.3699951,43
2470,1669.4000244,32.3395004,1535.5500488,43
2471,1672.5100098,36.4632988,1534.5500488,43
2472,1665.4699707,44.6712990,1532.9300537,43
2473,1667.1600342,46.9215012,1531.2800293,43
2474,1671.0300293,48.7248993,1530.4399414,43
2475,1670.9399414,49.9583015,1528.5100098,43
2476,1685.9300537,50.7757988,1526.4300537,43
2477,1682.5899658,51.7364006,1524.0600586,43
2478,1660.6199951,51.3401985,1521.6800537,43
2479,1671.9699707,50.6153984,1519.7199707,43
2480,1684.8399658,52.6585999,1518.1899414,43
2481,1676.1400146,54.1814995,1516.5200195,43
2482,1659.8900146,53.6339989,1514.7900391,43
2483,1651.3399658,52.7739983,1514.0999756,43
2484,1654.9899902,52.0970001,1512.6700439,43
2485,1655.1999512,51.2131004,1511.2099609,43
2486,1656.0799561,52.1623001,1509.2399902,43
2487,1656.6899414,52.5103989,1507.1800537,43
2488,1645.3800049,52.4117012,1505.1500244,43
2489,1666.1099854,48.4141006,1501.7299805,43
2490,1661.7700195,38.2742004,1502.0500488,43
2491,1659.5999756,49.4029007,1503.4200439,43
2492,1651.9200439,52.3032990,1507.7299805,43
2493,1673.4300537,46.7526016,1511.6700439,43
2494,1675.3199463,40.2708015,1514.0699463,43
2495,1691.0500488,47.6403008,1517.4899902,43
2496,1679.2900391,49.0070992,1521.0100098,43
2497,1663.3599854,46.0064011,1524.3800049,43
2498,1680.6800537,46.8539009,1527.5600586,43
2499,1690.7500000,48.6973991,1529.2299805,43
2500,1693.2600098,49.0357018,1532.7500000,43
2501,1680.7099609,48.7476006,1536.3399658,43
2502,1682.7299805,48.9594994,1539.9599609,43
2503,1679.4699707,48.4714012,1543.5600586,43
2504,1682.5500488,48.1898994,1547.1500244,43
2505,1677.5400391,48.0723000,1550.6800537,43
2506,1688.1800537,49.0532990,1554.3199463,43
2507,1690.8699951,48.5163002,1556.1999512,43
2508,1712.4399414,45.5737000,1559.8100586,43
2509,1718.1099854,44.0965004,1563.0500488,43
2510,1703.4200439,44.3324013,1566.0899658,43
2511,1709.6899414,44.6710014,1568.6400146,43
2512,1712.3399658,45.2989998,1571.4899902,43
2513,1711.7099609,43.0200996,1574.1099854,43
2514,1722.5999756,39.2991982,1576.4000244,43
2515,1726.2099609,39.5982018,1578.3800049,43
2516,1714.6700439,41.0105019,1579.3900146,43
2517,1735.6500244,40.4650002,1581.5000000,43
2518,1741.1400146,33.2971992,1583.2500000,43
2519,1739.4100342,23.6121006,1584.1700439,43
2520,1720.3299561,21.0032005,1584.8399658,43
2521,1731.9799805,21.3073997,1586.0500488,43
2522,1735.5999756,14.1566000,1585.9399414,43
2523,1719.8699951,8.7563896,1585.7399902,43
2524,1716.1999512,9.8968096,1585.2700195,43
2525,1718.1300049,13.5795002,1584.5200195,43
2526,1741.5100098,12.1414003,1583.7600098,43
2527,1735.6099854,12.1666002,1583.0699463,43
2528,1731.3499756,14.4480000,1582.4499512,43
2529,1725.3100586,21.0627003,1581.5899658,43
2530,1721.8900146,28.6180992,1580.0899658,41
2531,1675.4100342,18.1250992,1538.5500488,43
2532,1670.2500000,21.8250008,1538.4699707,43
2533,1679.9300537,28.3103008,1538.0899658,43
2534,1672.5500488,32.5214005,1537.4499512,43
2535,1668.1500244,35.4869995,1536.6199951,43
2536,1666.7600098,38.8282013,1535.4399414,43
2537,1669.5400391,41.2885017,1534.0899658,43
2538,1677.5899658,44.1080017,1532.4000244,43
2539,1680.0899658,46.4317017,1531.4399414,43
2540,1690.5999756,48.3843994,1529.5300293,43
2541,1676.2900391,50.5233994,1527.2500000,43
2542,1675.5000000,50.7934990,1524.9300537,43
2543,1674.3800049,49.7537003,1523.2199707,43
2544,1680.6999512,50.2191010,1521.9499512,43
2545,1687.1300049,51.1273003,1520.3599854,43
2546,1667.0100098,51.9936981,1518.7099609,43
2547,1667.7199707,51.9376984,1518.0000000,43
2548,1656.4000244,51.6161995,1516.4599609,43
2549,1659.0899658,51.3314018,1514.7800293,43
2550,1664.8699951,51.9939003,1512.8599854,43
2551,1659.6300049,52.1939011,1509.0300293,43
2552,1677.3699951,52.7354012,1507.0500488,43
2553,1662.6800537,53.2145004,1505.2600098,43
2554,1639.5899658,49.6046982,1504.4300537,43
2555,1643.7800293,45.7251015,1505.0500488,43
2556,1659.1300049,49.4677010,1508.0899658,43
2557,1666.6300049,49.2499008,1511.8599854,43
2558,1677.6300049,48.8546982,1515.6700439,43
2559,1684.9100342,47.7392998,1518.8699951,43
2560,1678.1700439,47.3413010,1522.1400146,43
2561,1675.2099609,46.2263985,1525.3900146,43
2562,1678.8399658,46.8446007,1528.6500244,43
2563,1676.9899902,47.5427017,1530.3000488,43
2564,1676.1999512,48.2440987,1533.6999512,43
2565,1672.9300537,47.9989014,1537.1899414,43
2566,1680.0799561,48.2638016,1540.6999512,43
2567,1678.0200195,48.1105995,1544.2099609,43
2568,1688.0799561,47.8810997,1547.7800293,43
2569,1690.6300049,47.7256012,1551.2299805,43
2570,1710.3499756,48.3501015,1554.8000488,43
2571,1708.1800537,48.0035019,1558.3800049,43
2572,1699.7299805,46.7514000,1559.9799805,43
2573,1700.6899414,46.2485008,1563.3000488,43
2574,1701.7600098,46.2375984,1566.4899902,43
2575,1706.8299561,46.8627014,1569.6999512,43
2576,1708.0400391,47.8820992,1573.0000000,43
2577,1709.6600342,42.5519981,1575.8100586,43
2578,1711.5100098,38.1855011,1579.9699707,43
2579,1712.1800537,39.4311981,1581.0600586,43
2580,1714.4799805,36.8566017,1583.2199707,43
2581,1737.1999512,24.1637001,1584.5100098,43
2582,1726.0600586,14.9756002,1584.9599609,43
2583,1719.6300049,13.1218996,1585.5200195,43
2584,1721.2299805,12.4096003,1586.2099609,43
2585,1722.9799805,1.1122500,1586.6500244,43
2586,1723.7399902,13.6220999,1586.0500488,43
2587,1720.0400391,15.3302002,1585.6099854,43
2588,1718.4899902,16.0298996,1584.0600586,43
2589,1746.5799561,16.0457001,1583.3599854,43
2590,1737.7099609,20.3969994,1582.4499512,43
2591,1723.4000244,22.1128998,1581.4799805,43
2592,1717.2199707,25.6200008,1581.2399902,41
2593,1715.1300049,33.8587990,1579.7399902,41
2594,1673.0200195,11.8789997,1539.3499756,43
2595,1680.0699463,15.6929998,1539.7800293,43
2596,1692.8900146,24.1226006,1539.8000488,43
2597,1679.8100586,30.8425999,1539.4200439,43
2598,1677.9499512,34.9744987,1538.6899414,43
2599,1672.4200439,37.0063019,1537.5200195,43
2600,1691.2900391,38.4617004,1536.2299805,43
2601,1698.4300537,41.5642014,1534.6999512,43
2602,1692.3199463,43.8861008,1533.9100342,43
2603,1691.5000000,48.9113007,1532.5100098,43
2604,1698.0799561,50.5462990,1530.4899902,43
2605,1695.9799805,51.6780014,1528.3900146,43
2606,1676.4499512,51.3013992,1526.9399414,43
2607,1684.3499756,51.2556992,1525.5300293,43
2608,1684.8100586,51.1264992,1523.8900146,43
2609,1659.5799561,51.8462982,1522.5999756,43
2610,1652.5100098,52.4575005,1521.8900146,43
2611,1655.2600098,52.4777985,1518.3199463,43
2612,1659.6700439,52.4159012,1516.5999756,43
2613,1663.6300049,52.2649994,1514.6899414,43
2614,1667.7399902,52.0937996,1512.6899414,43
2615,1677.7099609,52.4634018,1510.9100342,43
2616,1659.9200439,53.5589981,1509.4300537,43
2617,1633.3100586,52.0926018,1508.4599609,43
2618,1636.3299561,42.4631004,1508.4799805,43
2619,1641.9799805,46.1870003,1509.1800537,43
2620,1644.0500488,52.3557014,1512.5100098,43
2621,1668.2199707,51.0932007,1516.9799805,43
2622,1679.0200195,45.3824005,1520.0699463,43
2623,1669.1300049,45.9538002,1523.2399902,43
2624,1651.5100098,45.7551994,1526.3900146,43
2625,1659.9799805,46.3068008,1529.6099854,43
2626,1665.3499756,46.9348984,1532.8900146,43
2627,1683.6600342,47.7761002,1534.5999756,43
2628,1678.0100098,47.6341019,1538.0500488,43
2629,1677.0400391,47.9421005,1541.5200195,43
2630,1680.4300537,47.7799988,1544.9699707,43
2631,1695.4799805,47.5702019,1548.4599609,43
2632,1693.6999512,47.4422989,1551.8900146,43
2633,1692.6999512,47.3933983,1555.0699463,43
2634,1701.0100098,47.9502983,1558.6099854,43
2635,1696.1999512,47.6502991,1560.3800049,43
2636,1700.3100586,47.1240005,1563.8699951,43
2637,1703.9100342,46.6613998,1567.2800293,43
2638,1709.6500244,47.0541992,1570.6199951,43
2639,1711.0799561,47.4011002,1574.2600098,43
2640,1721.3800049,37.9281006,1577.0500488,43
2641,1727.4699707,34.6731987,1579.0999756,43
2642,1716.5600586,36.7708015,1581.2199707,43
2643,1728.2800293,36.0181999,1582.3499756,43
2644,1730.6500244,20.4493008,1584.4499512,43
2645,1735.5500488,11.8078003,1585.2700195,43
2646,1728.2500000,6.0952101,1585.3599854,43
2647,1719.2299805,6.0595698,1585.6500244,43
2648,1727.0699463,8.8748302,1586.0100098,43
2649,1723.5699463,13.2648001,1586.0400391,43
2650,1723.3199463,19.3530998,1585.3900146,43
2651,1721.2199707,19.0195999,1584.5200195,43
2652,1716.9399414,19.5081997,1583.3599854,43
2653,1741.2199707,24.0641003,1583.0500488,43
2654,1749.4899902,28.7658005,1582.0400391,43
2655,1741.3800049,29.8241997,1580.9000244,43
2656,1742.6899414,32.8939018,1579.9699707,41
2657,1750.7299805,36.2345009,1578.4499512,41
2658,1675.3900146,15.4650002,1539.2199707,43
2659,1678.8000488,10.7880001,1540.1700439,43
2660,1684.2099609,9.8419199,1540.8000488,43
2661,1677.0799561,19.5799007,1541.0799561,43
2662,1676.7299805,30.9228001,1540.7199707,43
2663,1679.9799805,35.8063011,1539.6199951,43
2664,1700.9100342,38.0294991,1538.4399414,43
2665,1716.8299561,41.6278992,1537.2399902,43
2666,1702.3299561,44.5117989,1536.6700439,43
2667,1689.5500488,47.7015991,1535.4899902,43
2668,1679.3699951,49.6169014,1533.9100342,43
2669,1681.5200195,51.9547005,1532.2500000,43
2670,1675.8599854,52.3424988,1530.8900146,43
2671,1690.1099854,52.5931015,1529.3900146,43
2672,1680.4599609,52.9108009,1527.8100586,43
2673,1658.6600342,52.6399002,1524.5799561,43
2674,1650.9599609,53.2265015,1523.0600586,43
2675,1672.6899414,54.0285988,1522.2099609,43
2676,1676.7600098,54.4283981,1520.3900146,43
2677,1666.7900391,53.0145988,1518.3299561,43
2678,1682.6300049,52.4273987,1516.4200439,43
2679,1676.9399414,52.4828987,1514.8100586,43
2680,1669.5600586,51.8726997,1513.4699707,43
2681,1641.8699951,50.3041992,1512.4000244,43
2682,1637.0799561,46.4483986,1511.7399902,43
2683,1637.6700439,45.3241997,1511.8699951,43
2684,1637.5600586,49.5979996,1514.1099854,43
2685,1645.7600098,49.1408005,1517.8499756,43
2686,1647.0799561,44.9468002,1521.0100098,43
2687,1648.6999512,44.9468002,1524.1400146,43
2688,1668.9799805,45.3157005,1527.2800293,43
2689,1656.9799805,45.0369987,1530.4200439,43
2690,1670.9499512,46.7739983,1533.6700439,43
2691,1677.4799805,47.9077988,1535.4000244,43
2692,1686.8699951,48.0298004,1538.8900146,43
2693,1701.0899658,47.9847984,1542.3900146,43
2694,1695.1199951,47.3820992,1545.3800049,43
2695,1696.2600098,47.0733986,1548.8299561,43
2696,1685.4699707,46.5592003,1552.2299805,43
2697,1691.7800293,45.8716011,1555.6300049,43
2698,1698.4799805,47.1297989,1559.0899658,43
2699,1697.7800293,47.4782982,1560.8699951,43
2700,1740.1899414,46.9424019,1564.3900146,43
2701,1703.9300537,46.2598000,1567.8299561,43
2702,1711.5500488,45.2307014,1574.5000000,43
2703,1725.6300049,37.9119987,1577.2900391,43
2704,1735.0000000,35.7462006,1579.6500244,43
2705,1722.7099609,35.3401985,1581.9899902,43
2706,1722.1400146,27.6490002,1584.0000000,43
2707,1731.9499512,13.7105999,1584.6700439,43
2708,1738.8599854,9.8975897,1585.1999512,43
2709,1720.3199463,5.6974401,1585.3399658,43
2710,1719.5400391,6.8585300,1585.4000244,43
2711,1723.5799561,13.0836000,1585.3499756,43
2712,1726.2500000,18.6411991,1585.0699463,43
2713,1723.7700195,21.1516991,1584.4399414,43
2714,1731.7800293,21.2807999,1583.6400146,43
2715,1732.7600098,24.4344006,1583.7399902,43
2716,1717.7399902,27.4549007,1582.9000244,43
2717,1717.0899658,32.7661018,1581.8100586,43
2718,1722.2500000,35.7860985,1580.6099854,43
2719,1743.5000000,34.0834999,1579.3499756,43
2720,1739.6099854,36.7503014,1578.1199951,41
2721,1735.8800049,41.5494003,1576.5999756,41
2722,1686.3199463,22.3118000,1539.3499756,43
2723,1674.7900391,15.2125998,1539.8499756,43
2724,1677.9599609,14.2932997,1540.5999756,43
2725,1678.5200195,14.6004000,1541.6999512,43
2726,1676.1899414,10.7421999,1542.1500244,43
2727,1680.9100342,26.2497005,1541.4699707,43
2728,1696.5200195,34.0699997,1540.6500244,43
2729,1707.6600342,38.8539009,1539.9599609,43
2730,1696.3499756,42.9398003,1539.1199951,43
2731,1686.1500244,46.0167999,1538.5500488,43
2732,1680.4799805,47.2918015,1537.2600098,43
2733,1679.9699707,48.7509003,1536.0799561,43
2734,1680.8199463,49.9238014,1534.7500000,43
2735,1679.8900146,50.7991982,1531.3800049,43
2736,1671.2099609,50.8345985,1529.9300537,43
2737,1674.2900391,50.5287018,1528.5899658,43
2738,1681.6899414,51.8382988,1527.0999756,43
2739,1683.9699707,54.3560982,1526.2900391,43
2740,1682.1300049,55.6287003,1524.5200195,43
2741,1682.8499756,55.8269005,1522.4699707,43
2742,1682.7399902,54.5317001,1520.4499512,43
2743,1650.6700439,52.5620003,1518.7500000,43
2744,1647.2199707,51.3408012,1517.3599854,43
2745,1659.3699951,49.4571991,1516.0300293,43
2746,1660.7600098,44.1001015,1514.9000244,43
2747,1639.5000000,33.9361000,1514.6099854,43
2748,1649.0100098,43.1862984,1515.4899902,43
2749,1659.9200439,45.9132996,1518.4599609,43
2750,1649.5200195,45.4062004,1521.7199707,43
2751,1668.1500244,44.5698013,1524.8800049,43
2752,1686.0999756,44.7507019,1527.9899902,43
2753,1688.3599854,44.1036987,1531.0500488,43
2754,1698.8699951,46.8774986,1534.2800293,43
2755,1700.7900391,48.9011993,1537.8900146,43
2756,1706.3399658,48.4458008,1539.3100586,43
2757,1709.6800537,47.6916008,1542.8399658,43
2758,1694.7600098,46.8727989,1546.2299805,43
