FID,grid_code,Slope_1,Hibriten_D,NLCD_2011_
1643,1648.3000488,45.4865990,1492.6500244,43
1644,1650.4599609,46.6184998,1496.0200195,43
1645,1628.5300293,47.1581001,1499.4300537,43
1646,1670.3199463,46.4135017,1502.8599854,43
1647,1677.1899414,41.9193993,1505.8399658,43
1648,1686.2500000,43.3819008,1508.7500000,43
1649,1676.8199463,43.0786018,1510.3299561,43
1650,1664.5400391,33.1049004,1513.3800049,43
1651,1649.0100098,27.6546001,1515.3900146,43
1652,1655.8000488,28.6865997,1516.7099609,43
1653,1672.4000244,31.2828999,1518.1199951,43
1654,1671.6899414,34.5423012,1518.4699707,43
1655,1670.3699951,36.9546013,1519.4100342,43
1656,1660.4200439,39.9113998,1520.2199707,43
1657,1663.4300537,42.7330017,1520.7800293,43
1658,1665.4599609,43.3618011,1522.2800293,43
1659,1661.2700195,44.7761993,1523.2800293,43
1660,1666.3800049,47.8450012,1524.3399658,43
1661,1667.0999756,49.9168015,1525.4499512,43
1662,1664.7199707,51.1371994,1526.4499512,43
1663,1659.3299561,51.3107986,1527.5400391,43
1664,1675.7700195,50.9449997,1528.8199463,43
1665,1673.5899658,51.0139008,1529.9499512,43
1666,1672.3599854,51.8642006,1530.4699707,43
1667,1678.7099609,52.8252983,1531.3499756,43
1668,1666.0799561,54.0942001,1532.5000000,43
1669,1662.8100586,53.6481018,1533.8900146,43
1670,1662.1099854,53.0974998,1535.4499512,43
1671,1687.5600586,53.6468010,1537.3000488,43
1672,1687.3199463,54.1361008,1539.4100342,43
1673,1690.8399658,53.5446014,1541.7399902,43
1674,1687.2800293,52.1708984,1542.7800293,43
1675,1685.8800049,51.5485992,1544.7900391,43
1676,1702.4599609,50.2686005,1544.9200439,43
1677,1695.8100586,49.4735985,1546.5000000,43
1678,1679.8800049,49.3978004,1547.6300049,43
1679,1684.4000244,47.9892006,1548.5000000,43
1680,1678.5400391,45.3606987,1549.3499756,43
1681,1684.4899902,44.6501007,1550.3800049,43
1682,1681.8100586,44.6763000,1551.0200195,43
1683,1686.0799561,43.9686012,1552.6800537,43
1684,1683.6899414,43.5513000,1554.4100342,43
1685,1692.5699463,43.3205986,1556.1600342,43
1686,1699.6500244,43.3322983,1557.8800049,43
1687,1649.6600342,51.7528992,1513.7399902,43
1688,1660.0999756,54.8045006,1510.9100342,43
1689,1662.0300293,56.5098991,1507.7299805,43
1690,1653.9200439,57.0657005,1506.0400391,43
1691,1634.4200439,57.3670998,1502.5200195,43
1692,1624.1199951,58.5568008,1498.8199463,43
1693,1629.4000244,59.4062996,1494.9200439,43
1694,1641.0600586,59.8907013,1490.8199463,43
1695,1633.0500488,60.1599998,1486.6999512,43
1696,1633.7800293,60.7220993,1480.5600586,43
1697,1631.9100342,60.9782982,1476.3599854,43
1698,1639.0300293,61.6431007,1474.3299561,43
1699,1635.6999512,61.2032013,1470.6400146,43
1700,1619.8199463,49.2918015,1468.7299805,43
1701,1621.5300293,39.3474007,1469.7800293,43
1702,1609.0999756,42.9954987,1472.4899902,43
1703,1607.7299805,50.3412018,1475.9100342,43
1704,1611.0000000,54.7365990,1480.3499756,43
1705,1618.4200439,51.5700989,1484.9200439,43
1706,1659.6800537,43.1987991,1486.6800537,43
1707,1668.8399658,43.2613983,1489.5799561,43
1708,1663.1800537,45.1408005,1492.6600342,43
1709,1664.1199951,46.3809013,1496.0600586,43
1710,1654.0300293,44.9688988,1499.3800049,43
1711,1673.8000488,43.9570007,1502.4899902,43
1712,1682.5899658,41.6054993,1505.4599609,43
1713,1678.6500244,42.8861008,1508.2700195,43
1714,1668.4899902,46.0682983,1509.8599854,43
1715,1661.6899414,42.4784012,1513.2500000,43
1716,1661.9399414,38.3320007,1516.2800293,43
1717,1672.2700195,30.3462009,1517.3299561,43
1718,1671.3599854,27.6602001,1518.7900391,43
1719,1661.9699707,27.1103992,1520.2700195,43
1720,1671.2500000,28.1187992,1521.6199951,43
1721,1665.2900391,38.3693008,1522.7399902,43
1722,1661.8900146,43.1189995,1524.1600342,43
1723,1661.8800049,43.6074982,1524.8900146,43
1724,1658.6700439,45.0037003,1526.3299561,43
1725,1664.8699951,48.0848007,1527.7700195,43
1726,1664.6800537,50.7104988,1529.1700439,43
1727,1660.9000244,52.3713989,1530.4899902,43
1728,1660.7399902,52.8992004,1531.5799561,43
1729,1675.0200195,52.8252983,1532.8000488,43
1730,1679.8199463,53.3356018,1534.0500488,43
1731,1681.5400391,54.3134995,1534.6500244,43
1732,1664.3299561,54.8378983,1535.7700195,43
1733,1661.7199707,54.9607010,1536.9399414,43
1734,1665.8100586,54.6529007,1538.1800537,43
1735,1667.0200195,54.4356995,1539.5600586,43
1736,1684.1800537,54.6556015,1541.2199707,43
1737,1688.6099854,55.0444984,1543.4200439,43
1738,1681.2399902,53.7784004,1543.7099609,43
1739,1680.5400391,51.7366982,1544.6500244,43
1740,1686.6899414,50.3059006,1546.5300293,43
1741,1681.5300293,49.6287994,1548.3399658,43
1742,1686.6800537,48.9855995,1549.9799805,43
1743,1689.0799561,48.8466988,1551.2600098,43
1744,1691.8699951,48.3648987,1552.0400391,43
1745,1701.0799561,46.9860001,1552.6300049,43
1746,1694.7399902,44.5201988,1553.3499756,43
1747,1685.1999512,43.9196014,1553.8699951,43
1748,1684.9899902,43.6553993,1555.3299561,43
1749,1692.5100098,43.4229012,1556.9699707,43
1750,1689.6999512,43.1114998,1558.6500244,43
1751,1690.8100586,42.8647995,1560.3599854,43
1752,1656.0100098,49.8401985,1516.8599854,43
1753,1671.6400146,53.0550995,1514.4100342,43
1754,1669.0000000,56.0628014,1511.3100586,43
1755,1656.1199951,56.6566010,1509.5699463,43
1756,1640.9100342,57.3861008,1506.0899658,43
1757,1635.4000244,58.4317017,1502.6700439,43
1758,1634.1099854,60.1772995,1496.8299561,43
1759,1619.2399902,60.1460991,1492.7099609,43
1760,1632.8399658,59.9878006,1488.6400146,43
1761,1635.6099854,60.1230011,1484.5600586,43
1762,1636.9799805,60.4664993,1480.6800537,43
1763,1640.0000000,61.3418007,1478.9699707,43
1764,1639.4300537,60.7327995,1475.8599854,43
1765,1634.2600098,58.3322983,1473.2600098,43
1766,1627.6099854,44.6207008,1472.1199951,43
1767,1620.4699707,23.4013004,1472.5999756,43
1768,1619.7600098,46.6811981,1474.7600098,43
1769,1606.6500244,58.0084991,1479.3199463,43
1770,1620.8499756,54.3941002,1484.1500244,43
1771,1661.1700439,45.8576012,1487.6199951,43
1772,1674.5200195,45.1825981,1489.1099854,43
1773,1656.0400391,46.5979004,1492.3699951,43
1774,1661.7700195,48.1057014,1495.9399414,43
1775,1663.3000488,44.6307983,1499.4100342,43
1776,1668.5799561,42.4645996,1502.3399658,43
1777,1680.8399658,42.3827019,1505.3199463,43
1778,1678.9799805,42.0429001,1508.1400146,43
1779,1658.9899902,46.6632996,1511.4200439,43
1780,1649.9499512,46.7848015,1513.1800537,43
1781,1662.8399658,43.6150017,1516.6500244,43
1782,1674.0300293,27.8181992,1518.6700439,43
1783,1669.5799561,23.0419006,1519.7600098,43
1784,1671.3499756,26.0727997,1521.0300293,43
1785,1664.6300049,32.7643013,1522.5100098,43
1786,1666.2800293,43.2010002,1524.7800293,43
1787,1664.0500488,43.1041985,1526.8800049,43
1788,1664.7299805,43.1953011,1527.6199951,43
1789,1660.5600586,47.0331001,1529.1099854,43
1790,1681.3499756,48.7014008,1531.0200195,43
1791,1676.9300537,52.1517982,1532.9699707,43
1792,1666.9300537,53.2252007,1534.5899658,43
1793,1678.6600342,53.5189018,1535.8399658,43
1794,1687.0100098,54.1422997,1537.0000000,43
1795,1689.0400391,54.8027000,1538.3499756,43
1796,1681.2199707,55.1506996,1539.0500488,43
1797,1671.3199463,55.0516014,1540.3299561,43
1798,1667.7500000,54.9424019,1541.4300537,43
1799,1667.6199951,55.0186005,1542.5999756,43
1800,1681.9000244,55.2580986,1544.0300293,43
1801,1686.5699463,55.3600998,1543.4200439,43
1802,1681.1500244,54.9362984,1545.4200439,43
1803,1686.4399414,53.1185989,1547.6500244,43
1804,1689.5600586,51.4197998,1549.2700195,43
1805,1700.4000244,50.2859993,1550.1099854,43
1806,1686.1199951,49.4837990,1551.7099609,43
1807,1685.4899902,48.7016983,1553.3199463,43
1808,1688.5100098,47.3083992,1554.6800537,43
1809,1701.1199951,46.1040001,1555.4599609,43
1810,1702.7600098,46.7634010,1556.0500488,43
1811,1707.1999512,46.0303001,1556.5400391,43
1812,1691.8100586,44.0867004,1557.3199463,43
1813,1690.6099854,43.3628006,1558.0100098,43
1814,1691.7900391,43.1724014,1559.5300293,43
1815,1695.6899414,43.1263008,1561.1800537,43
1816,1704.4200439,42.4448013,1562.8100586,43
1817,1664.0899658,49.4080009,1519.9599609,43
1818,1664.6300049,51.5456009,1517.5699463,43
1819,1665.8399658,54.5779991,1514.5400391,43
1820,1658.8100586,55.5549011,1512.8800049,43
1821,1640.0600586,55.9073982,1507.8800049,43
1822,1635.8399658,57.0961990,1504.6300049,43
1823,1642.0200195,60.2415009,1500.7399902,43
1824,1635.2099609,60.3610001,1496.5699463,43
1825,1628.1099854,59.8768005,1492.5100098,43
1826,1631.3199463,59.7089005,1488.5300293,43
1827,1628.7500000,58.6110001,1484.9599609,43
1828,1620.4799805,57.5844002,1482.0300293,43
1829,1616.2600098,57.7956009,1480.6800537,43
1830,1629.9000244,57.5565987,1478.0300293,43
1831,1613.0400391,52.4404984,1475.6999512,43
1832,1621.4100342,36.5712013,1473.9599609,43
1833,1620.5799561,28.8488998,1474.1400146,43
1834,1604.0799561,53.5929985,1477.5999756,43
1835,1632.8299561,56.1372986,1481.9599609,43
1836,1658.9499512,52.8167992,1486.2500000,43
1837,1660.9799805,49.1641998,1488.1300049,43
1838,1644.3900146,48.8014984,1491.7500000,43
1839,1639.3100586,49.4025002,1495.4100342,43
1840,1634.1400146,45.8624001,1498.9899902,43
1841,1653.1700439,43.3140984,1502.0400391,43
1842,1665.0400391,43.3044014,1505.2099609,43
1843,1678.7800293,43.9331017,1508.1600342,43
1844,1675.1800537,46.4987984,1511.4100342,43
1845,1668.7399902,46.3129997,1513.1600342,43
1846,1653.9499512,38.4259987,1516.5300293,43
1847,1660.1300049,30.7611008,1519.0500488,43
1848,1666.1600342,23.7782001,1520.4399414,43
1849,1668.7700195,31.3013000,1521.8399658,43
1850,1662.1600342,44.4926987,1524.2199707,43
1851,1664.9799805,45.9070015,1527.0899658,43
1852,1664.8199463,41.4915009,1529.1700439,43
1853,1663.9399414,44.3543015,1530.0200195,43
1854,1659.4000244,48.8978004,1531.8900146,43
1855,1673.3100586,49.8788986,1534.1600342,43
1856,1674.8699951,51.9557991,1536.7299805,43
1857,1673.3399658,51.0335007,1538.6500244,43
1858,1681.5300293,52.2294998,1539.9499512,43
1859,1688.3900146,54.7402000,1541.4100342,43
1860,1683.5799561,55.6719017,1542.8800049,43
1861,1686.8000488,55.0572014,1544.1600342,43
1862,1688.6700439,54.3604012,1544.7500000,43
1863,1688.2299805,54.4225006,1543.6500244,43
1864,1676.1999512,54.6604004,1544.8199463,43
1865,1679.5899658,54.6888008,1546.2099609,43
1866,1690.3299561,54.4964981,1547.7800293,43
1867,1689.8900146,54.2537994,1549.5200195,43
1868,1689.9799805,52.6669998,1551.5000000,43
1869,1693.1199951,51.0508003,1552.9799805,43
1870,1704.0999756,50.3046989,1553.7399902,43
1871,1691.9100342,50.2681007,1555.2099609,43
1872,1689.4699707,49.3790016,1556.7099609,43
1873,1693.5799561,46.3714981,1557.9100342,43
1874,1700.8399658,45.8502998,1558.7099609,43
1875,1706.0699463,46.0709991,1559.4100342,43
1876,1702.6199951,46.0135002,1559.8800049,43
1877,1698.0699463,45.4208984,1560.3800049,43
1878,1699.0600586,43.6101990,1560.8800049,43
1879,1698.8299561,42.7191010,1562.1099854,43
1880,1705.5200195,42.5345993,1563.6800537,43
1881,1727.9399414,42.1440010,1565.2700195,43
1882,1656.4000244,48.3101997,1523.0799561,43
1883,1651.1700439,50.3810005,1519.1199951,43
1884,1651.7900391,53.0192986,1516.1500244,43
1885,1645.1500244,54.4495010,1512.9000244,43
1886,1642.9599609,54.3964005,1511.3699951,43
1887,1638.9300537,55.3846016,1508.3599854,43
1888,1639.1199951,59.5816002,1504.6199951,43
1889,1633.2199707,60.2611008,1500.4399414,43
1890,1629.0899658,59.9241982,1496.3599854,43
1891,1632.0300293,59.3056984,1492.4599609,43
1892,1627.2099609,57.6805992,1488.9200439,43
1893,1631.6199951,55.3228989,1485.8699951,43
1894,1635.2700195,54.2762985,1484.5300293,43
1895,1619.3100586,54.9082985,1482.1099854,43
1896,1622.3499756,54.8051987,1479.5400391,43
1897,1627.9499512,52.2876015,1476.9300537,43
1898,1618.3699951,39.8456993,1475.6400146,43
1899,1607.0500488,38.9828987,1477.2199707,43
1900,1612.5999756,49.4807014,1480.0699463,43
1901,1628.2099609,55.0396004,1484.4399414,43
1902,1650.0999756,53.1189003,1486.6300049,43
1903,1643.1199951,51.1456985,1490.7500000,43
1904,1630.4599609,51.0239983,1494.6700439,43
1905,1635.0000000,47.0699997,1498.6700439,43
1906,1652.9599609,44.3583984,1501.8399658,43
1907,1650.8699951,44.5252991,1504.9399414,43
1908,1658.6300049,46.0486984,1508.0999756,43
1909,1668.8599854,46.5912018,1511.4899902,43
1910,1678.2299805,46.2756004,1514.9100342,43
1911,1650.5400391,41.3282013,1516.5799561,43
1912,1651.0500488,34.7209015,1519.4000244,43
1913,1654.4200439,28.0799007,1521.0300293,43
1914,1656.3900146,40.0391998,1523.1300049,43
1915,1664.5899658,47.3466988,1526.1999512,43
1916,1663.5500488,42.6668015,1528.9899902,43
1917,1661.2600098,41.5628014,1531.1999512,43
1918,1661.3699951,46.4539986,1533.5400391,43
1919,1672.8000488,48.9674988,1534.8399658,43
1920,1668.6999512,49.0251999,1537.2099609,43
1921,1673.7600098,49.1943016,1539.6300049,43
1922,1685.4000244,47.4101982,1541.7099609,43
1923,1686.6800537,50.5276985,1543.6400146,43
1924,1689.4799805,53.7071991,1545.6500244,43
1925,1685.2299805,54.5288010,1547.4200439,43
1926,1686.0600586,54.1460991,1546.3800049,43
1927,1689.2600098,53.7004013,1546.9300537,43
1928,1695.7800293,53.8922005,1548.0100098,43
1929,1687.7900391,54.0099983,1549.2099609,43
1930,1683.0699463,54.5173988,1550.5300293,43
1931,1685.1700439,54.1435013,1552.0000000,43
1932,1693.6600342,53.7056999,1553.6300049,43
1933,1703.3100586,52.2546005,1555.3100586,43
1934,1695.0899658,51.2252998,1556.7099609,43
1935,1698.0100098,50.7188988,1557.4000244,43
1936,1703.0400391,51.1296997,1558.8599854,43
1937,1720.3199463,50.3583984,1560.3699951,43
1938,1706.4000244,47.7319984,1561.2299805,43
1939,1701.2700195,46.0475998,1561.9599609,43
1940,1704.0400391,45.6085014,1562.6700439,43
1941,1699.1700439,46.0481987,1563.2199707,43
1942,1705.3399658,46.1324997,1563.6899414,43
1943,1708.7600098,45.2487984,1564.4000244,43
1944,1708.0600586,44.5180016,1564.9499512,43
1945,1714.4599609,43.7060013,1566.2800293,43
1946,1718.2800293,41.8541985,1567.7299805,43
1947,1657.8199463,44.4500008,1524.3900146,43
1948,1659.8499756,46.4992981,1521.9399414,43
1949,1657.4899902,49.3963013,1519.1899414,43
1950,1657.9899902,53.3470993,1516.1700439,43
1951,1650.7700195,54.0872993,1514.7099609,43
1952,1641.1800537,57.0560989,1511.8199463,43
1953,1651.3000488,58.7062988,1508.3199463,43
1954,1643.0500488,60.1314011,1504.3000488,43
1955,1644.6099854,60.3418007,1500.3499756,43
1956,1650.0600586,59.5522003,1496.3800049,43
1957,1647.8399658,58.2156982,1492.6999512,43
1958,1648.6199951,55.2248001,1489.4399414,43
1959,1641.3000488,53.0569992,1488.0799561,43
1960,1633.2399902,53.9266014,1485.7700195,43
1961,1636.1099854,54.3954010,1483.3399658,43
1962,1637.6600342,54.4003983,1480.9300537,43
1963,1634.4000244,50.0424004,1479.2500000,43
1964,1626.2099609,43.0714989,1479.3100586,43
1965,1616.8100586,39.0312004,1480.1400146,43
1966,1622.8199463,49.7332001,1483.4200439,43
1967,1645.7099609,52.4687004,1488.0400391,43
1968,1653.4100342,52.7747002,1490.1800537,43
1969,1637.4699707,53.0470009,1494.3599854,43
1970,1640.2700195,48.0122986,1498.3100586,43
1971,1660.0799561,44.3058014,1501.4399414,43
1972,1648.8399658,45.3923988,1504.6199951,43
1973,1666.5500488,47.0113983,1508.0699463,43
1974,1664.3100586,46.6567993,1511.5400391,43
1975,1658.3599854,46.1677017,1514.9200439,43
1976,1656.5400391,41.1643982,1516.5899658,43
1977,1654.0999756,35.3970985,1519.3100586,43
1978,1654.7099609,35.2476997,1521.2800293,43
1979,1660.2299805,44.6610985,1524.2800293,43
1980,1658.7500000,44.8087997,1527.4499512,43
1981,1665.9000244,41.3746986,1530.2199707,43
1982,1671.8199463,42.5723991,1532.8100586,43
1983,1676.9000244,46.3708000,1535.5999756,43
1984,1680.2500000,48.0359001,1537.0600586,43
1985,1684.0699463,49.2093010,1539.9399414,43
1986,1685.6899414,48.8511009,1542.5200195,43
1987,1683.5000000,48.4282990,1544.6600342,43
1988,1683.7800293,50.0593987,1546.9100342,43
1989,1685.7299805,51.2677002,1547.5100098,43
1990,1692.2800293,51.0158005,1549.4499512,43
1991,1695.8699951,51.9029007,1550.6899414,43
1992,1702.0500488,52.9855995,1551.2099609,43
1993,1712.7800293,53.7153015,1552.2600098,43
1994,1705.9399414,53.6795998,1553.4799805,43
1995,1693.3199463,53.7150993,1554.7900391,43
1996,1689.9399414,53.8167000,1556.1700439,43
1997,1691.4599609,53.6068993,1557.6899414,43
1998,1694.8900146,52.0909004,1559.1700439,43
1999,1695.4399414,50.9986000,1560.4899902,43
2000,1695.7299805,50.5923996,1561.7900391,43
2001,1708.6099854,49.6137009,1562.5000000,43
2002,1725.5799561,48.2122002,1563.9699707,43
2003,1721.2900391,46.6407013,1564.6800537,43
2004,1707.6500244,45.2061996,1565.1899414,43
2005,1715.4499512,44.0836983,1565.8100586,43
2006,1706.9300537,44.1521988,1566.4499512,43
2007,1704.3399658,44.8268013,1566.9699707,43
2008,1705.7199707,44.3661995,1567.5500488,43
2009,1710.8900146,42.7107010,1567.9699707,43
2010,1712.1999512,41.7995987,1567.6600342,43
2011,1723.0300293,40.2420998,1568.9499512,43
2012,1663.5300293,44.5074005,1526.5799561,43
2013,1666.4599609,45.7853012,1524.2500000,43
2014,1660.3199463,48.0022011,1521.7700195,43
2015,1654.7800293,50.1687012,1519.2099609,43
2016,1655.5600586,52.2776985,1516.6899414,43
2017,1649.0600586,56.3025017,1515.3699951,43
2018,1653.6300049,57.9458008,1512.0300293,43
2019,1641.9200439,59.0022011,1508.2800293,43
2020,1648.0600586,60.5942993,1504.5500488,43
2021,1646.5799561,60.6058998,1500.4000244,43
2022,1636.1400146,59.9894981,1496.6899414,43
2023,1630.0899658,58.2187004,1493.2600098,43
2024,1630.3499756,55.4810982,1490.6700439,43
2025,1638.6899414,54.1789017,1489.4799805,43
2026,1612.9699707,54.0890999,1487.0999756,43
2027,1618.9200439,54.6169014,1484.9200439,43
2028,1647.2700195,54.2000999,1483.3399658,43
2029,1616.0500488,51.1991005,1483.0200195,43
2030,1607.4499512,45.6722984,1481.5699463,43
2031,1623.1899414,46.7653999,1483.8299561,43
2032,1640.5500488,46.9785004,1487.6300049,43
2033,1641.7600098,49.4028015,1489.5600586,43
2034,1641.2500000,51.9539986,1493.7600098,43
2035,1641.2500000,48.6181984,1497.8299561,43
2036,1656.2299805,44.9930000,1501.0300293,43
2037,1645.5200195,47.3597984,1504.3900146,43
2038,1648.7800293,48.2102013,1508.0500488,43
2039,1661.1700439,46.7228012,1511.5600586,43
2040,1662.6700439,46.0766983,1514.9499512,43
2041,1657.7199707,40.3872986,1516.6199951,43
2042,1658.9499512,35.6501999,1519.3000488,43
2043,1661.0600586,40.1990013,1521.6700439,43
2044,1682.5300293,46.1114006,1524.9599609,43
2045,1663.9599609,44.4621010,1528.2199707,43
2046,1678.1800537,43.7635994,1531.2199707,43
2047,1682.9200439,44.9656982,1534.1700439,43
2048,1694.1700439,48.0330009,1537.3399658,43
2049,1694.5999756,49.4673996,1540.6300049,43
2050,1687.4100342,48.8879013,1542.2299805,43
2051,1674.9200439,48.2955017,1543.8800049,43
2052,1687.0000000,48.7436981,1546.1500244,43
2053,1693.7500000,49.6332016,1548.4599609,43
2054,1691.1700439,49.5466995,1550.8199463,43
2055,1699.5799561,49.5278015,1552.9799805,43
2056,1699.9899902,50.8373985,1554.6300049,43
2057,1712.1400146,52.3012009,1555.8599854,43
2058,1723.6800537,52.8017998,1556.4399414,43
2059,1710.3199463,52.9313011,1557.6400146,43
2060,1701.1700439,53.2941017,1558.9300537,43
2061,1693.1999512,53.4911995,1560.3299561,43
2062,1703.5500488,53.3414993,1561.8399658,43
2063,1707.3800049,52.1962013,1563.0899658,43
2064,1695.9300537,51.2258987,1564.2700195,43
2065,1703.2800293,50.1505013,1565.4799805,43
2066,1707.6700439,48.3787994,1566.0799561,43
2067,1717.5400391,45.7902985,1567.2299805,43
2068,1719.8000488,44.9662018,1567.9399414,43
2069,1705.4000244,43.9068985,1568.3100586,43
2070,1708.2800293,42.5780983,1568.7500000,43
2071,1707.9499512,42.0232010,1569.3699951,43
2072,1710.2500000,42.0467987,1568.5300293,43
2073,1710.5100098,42.2519989,1569.0600586,43
2074,1709.0699463,41.2979012,1569.3900146,43
2075,1708.8100586,39.5822983,1570.2900391,43
2076,1733.4499512,38.7582016,1571.3399658,43
2077,1662.9599609,44.7053986,1528.8699951,43
2078,1661.4599609,45.4023018,1526.5400391,43
2079,1660.8199463,45.8344994,1524.1999512,43
2080,1659.4200439,47.3983002,1522.0400391,43
2081,1656.7700195,49.3855019,1519.8399658,43
2082,1656.1800537,54.1918983,1518.7299805,43
2083,1655.3299561,56.5007019,1515.4699707,43
2084,1655.2900391,56.3132019,1512.0200195,43
2085,1656.5699463,58.3139000,1508.6300049,43
2086,1654.9100342,60.0842018,1504.7500000,43
2087,1639.0200195,60.4345016,1501.1600342,43
2088,1649.9100342,60.0080986,1497.9599609,43
2089,1647.6899414,59.6539001,1495.0699463,43
2090,1636.1099854,58.3133011,1493.6400146,43
2091,1614.3100586,55.9594994,1491.0600586,43
2092,1621.2500000,55.3466988,1487.0600586,43
2093,1626.4100342,55.9732018,1485.6999512,43
2094,1608.6800537,55.5946007,1485.1600342,43
2095,1626.4599609,52.5536995,1484.7600098,43
2096,1643.9000244,47.5933990,1486.2299805,43
2097,1637.0600586,43.2815018,1488.6400146,43
2098,1631.8900146,44.4962006,1489.9399414,43
2099,1653.4200439,50.3296013,1493.0300293,43
2100,1644.4000244,49.6847000,1496.8000488,43
2101,1649.9899902,49.0741997,1500.5100098,43
2102,1647.1099854,49.2678986,1504.3299561,43
2103,1638.4100342,48.4975014,1508.0899658,43
2104,1648.6600342,46.3410988,1511.5500488,43
2105,1668.5799561,45.3535995,1514.8900146,43
2106,1662.3800049,38.8809013,1517.8100586,43
2107,1657.0999756,37.9449997,1518.9300537,43
2108,1672.7099609,41.9189987,1521.4599609,43
2109,1684.7199707,47.8025017,1524.8499756,43
2110,1674.9599609,47.2728004,1528.5500488,43
2111,1678.2600098,47.4542999,1532.0699463,43
2112,1685.0600586,47.1820984,1535.4799805,43
2113,1690.5899658,48.7803993,1538.8299561,43
2114,1681.0699463,50.5354996,1541.5899658,43
2115,1686.6400146,49.3115005,1543.2800293,43
2116,1688.2800293,48.3567009,1546.3299561,43
2117,1691.4200439,48.3013000,1549.0200195,43
2118,1700.8000488,49.4370995,1551.4399414,43
2119,1702.4200439,49.0223007,1553.8100586,43
2120,1709.0000000,47.9434013,1555.9699707,43
2121,1701.4300537,48.4970016,1558.0699463,43
2122,1702.2399902,48.9135017,1559.6500244,43
2123,1710.0699463,50.4522018,1560.3100586,43
2124,1696.5600586,51.2257004,1561.5999756,43
2125,1701.4599609,51.3983002,1562.9300537,43
2126,1700.8900146,51.6666985,1564.3100586,43
2127,1703.8800049,51.5493011,1565.8299561,43
2128,1707.7900391,51.5714989,1567.0600586,43
2129,1713.3800049,51.4355011,1568.1700439,43
2130,1711.6999512,50.5955009,1569.1800537,43
2131,1725.8100586,48.4660988,1569.6800537,43
2132,1719.1600342,45.5018997,1570.5400391,43
2133,1731.3900146,44.7168999,1571.0699463,43
2134,1710.7099609,44.2150002,1571.3900146,43
2135,1703.9799805,42.9410019,1570.1800537,43
2136,1704.3299561,41.2402000,1570.7500000,43
2137,1703.0100098,40.8030014,1571.3499756,43
2138,1711.6800537,40.7848015,1571.9399414,43
2139,1708.3299561,40.7579994,1572.5200195,43
2140,1706.2199707,38.9968987,1572.8699951,43
2141,1707.0899658,38.0434990,1573.6999512,43
2142,1661.7900391,43.1693001,1531.2299805,43
2143,1663.4699707,46.9393005,1528.8299561,43
2144,1662.2700195,45.6654015,1526.6899414,43
2145,1660.4000244,46.8832016,1524.8100586,43
2146,1661.0600586,48.6927986,1522.7700195,43
2147,1655.7099609,52.7447014,1521.6600342,43
2148,1653.9100342,55.8558006,1518.6500244,43
2149,1656.8299561,55.9235001,1515.2900391,43
2150,1676.5999756,56.4726982,1512.0799561,43
2151,1675.9200439,58.1144981,1508.8900146,43
2152,1663.8499756,59.2560997,1505.6800537,43
2153,1663.3000488,59.6311989,1502.8299561,43
2154,1657.6899414,60.7098007,1500.2099609,43
2155,1644.3399658,61.5092010,1494.8499756,43
2156,1630.8699951,60.3027000,1493.4899902,43
2157,1620.0699463,58.9735985,1491.4599609,43
2158,1628.5799561,57.2093010,1490.4899902,43
2159,1615.4699707,57.0737000,1489.9000244,43
2160,1623.5799561,55.6874008,1489.1300049,43
2161,1651.7700195,47.6797981,1489.4399414,43
2162,1639.6600342,33.9798012,1490.2299805,43
2163,1641.1500244,30.6816998,1491.4799805,43
2164,1653.6500244,48.7412987,1492.6099854,43
2165,1636.9499512,51.5279007,1496.4699707,43
2166,1634.4699707,51.3303986,1500.6600342,43
2167,1653.8499756,50.3258018,1504.5699463,43
2168,1659.0400391,47.9137001,1508.3199463,43
2169,1668.0600586,45.6870995,1511.5799561,43
2170,1668.4599609,44.7703018,1514.9499512,43
2171,1663.2600098,39.3572006,1517.8000488,43
2172,1669.7700195,41.9678993,1519.0600586,43
2173,1679.1099854,48.2505989,1522.0100098,43
2174,1678.8699951,49.7927017,1525.5600586,43
2175,1687.5600586,48.9886017,1529.2500000,43
2176,1684.5600586,48.6744995,1532.4499512,43
2177,1677.0799561,47.1806984,1536.0100098,43
2178,1684.1500244,49.0634003,1539.4200439,43
2179,1669.4499512,51.5153008,1543.1899414,43
2180,1683.8299561,49.0162010,1545.0799561,43
2181,1686.9499512,47.7436981,1548.3900146,43
2182,1697.0400391,47.8154984,1551.4200439,43
2183,1692.4599609,47.8316994,1554.2099609,43
2184,1686.8800049,46.2121010,1556.6099854,43
2185,1690.2099609,46.3165016,1558.7099609,43
2186,1702.9399414,46.7779999,1560.8800049,43
2187,1704.6700439,46.3857002,1562.7800293,43
2188,1706.7700195,47.3884010,1564.3900146,43
2189,1698.7299805,48.6271019,1565.1199951,43
2190,1711.1600342,49.1921005,1566.5300293,43
2191,1709.4399414,49.9040985,1567.9499512,43
2192,1701.1600342,50.0544014,1569.4300537,43
2193,1703.4300537,50.5402985,1570.8699951,43
2194,1707.2299805,50.8409004,1572.0799561,43
2195,1714.9499512,50.5714989,1573.0500488,43
2196,1726.7600098,49.0232010,1573.7299805,43
2197,1724.4399414,46.7509003,1573.9499512,43
2198,1710.6800537,45.7328987,1572.6500244,43
2199,1707.1300049,44.5111008,1572.9899902,43
2200,1702.8699951,43.9729996,1573.1800537,43
